filename,width,height,class,xmin,ymin,xmax,ymax
IMG_8490.JPG,4032,3024,1000,1328,1,2560,2078
IMG_8235.JPG,4032,3024,5000,1540,410,3140,2506
IMG_8225.JPG,4032,3024,5000,1428,834,2820,2166
IMG_8513.JPG,3024,4032,5000,587,1361,2226,2575
IMG_8633.JPG,3024,4032,10000,759,1837,2445,2970
IMG_8458.JPG,4032,3024,50000,1576,190,2720,1430
IMG_8493.JPG,4032,3024,1000,1192,1018,2468,2534
IMG_8297.JPG,4032,3024,10000,1208,578,3200,1978
IMG_8606.JPG,4032,3024,5000,178,1088,791,1628
IMG_8606.JPG,4032,3024,10000,1056,1148,1851,1486
IMG_8606.JPG,4032,3024,1000,1260,941,1902,1166
IMG_8606.JPG,4032,3024,5000,1198,646,1847,888
IMG_8606.JPG,4032,3024,5000,2102,1163,2722,1677
IMG_8606.JPG,4032,3024,10000,2709,1263,3229,1886
IMG_8606.JPG,4032,3024,10000,2282,1830,3176,2301
IMG_8606.JPG,4032,3024,50000,2016,1459,2636,2026
IMG_8606.JPG,4032,3024,1000,2671,637,3087,1028
IMG_8606.JPG,4032,3024,1000,3204,552,3569,855
IMG_8597.JPG,4032,3024,50000,1388,578,2796,1734
IMG_8649.JPG,3024,4032,5000,564,2237,2302,4032
IMG_8596.JPG,4032,3024,50000,1316,866,2732,2162
IMG_8376.JPG,4032,3024,50000,1656,822,2900,2022
IMG_8568.JPG,4032,3024,50000,1472,1006,2652,2694
IMG_8521.JPG,3024,4032,5000,459,1561,2587,2642
IMG_8255.JPG,4032,3024,10000,1068,1210,3324,1794
IMG_8404.JPG,4032,3024,50000,1548,694,2396,2438
IMG_8449.JPG,4032,3024,50000,1904,1130,3116,1730
IMG_8648.JPG,3024,4032,5000,964,2047,2526,3347
IMG_8483.JPG,4032,3024,1000,1760,838,3040,2050
IMG_8210.JPG,4032,3024,5000,1404,934,3164,1822
IMG_8450.JPG,4032,3024,50000,1716,1246,3068,1866
IMG_8343.JPG,4032,3024,50000,1560,670,2624,2362
IMG_8412.JPG,4032,3024,50000,1804,778,2544,2074
IMG_8560.JPG,3024,4032,10000,1473,937,2526,3113
IMG_8239.JPG,4032,3024,5000,1580,742,2664,2554
IMG_8602.JPG,4032,3024,50000,1716,1030,3340,2546
IMG_8194.JPG,4032,3024,1000,1056,882,2952,1962
IMG_8355.JPG,4032,3024,50000,1048,790,3592,1394
IMG_8743.JPG,3024,4032,10000,240,861,2297,2956
IMG_8601.JPG,4032,3024,50000,2080,830,3652,2390
IMG_8546.JPG,3024,4032,10000,978,1680,2626,3232
IMG_8216.JPG,4032,3024,5000,1592,958,3088,1694
IMG_8527.JPG,3024,4032,5000,445,1570,2540,3756
IMG_8561.JPG,3024,4032,10000,235,1437,2959,3513
IMG_8254.JPG,4032,3024,10000,1168,1370,3240,1990
IMG_8525.JPG,3024,4032,5000,592,1718,1826,2904
IMG_8166.JPG,4032,3024,1000,821,797,3682,1786
IMG_8182.JPG,3024,4032,1000,778,751,2564,3251
IMG_8221.JPG,3024,4032,5000,773,1599,2397,2904
IMG_8670.JPG,3024,4032,50000,1211,1370,2149,3399
IMG_8410.JPG,4032,3024,50000,1244,398,3756,2094
IMG_8442.JPG,4032,3024,50000,2060,982,2712,2082
IMG_8581.JPG,4032,3024,50000,992,1254,3064,2270
IMG_8662.JPG,3024,4032,5000,568,1470,1583,3556
IMG_8701.JPG,3024,4032,1000,1249,1318,3016,3266
IMG_8175.JPG,4032,3024,1000,1671,580,3054,2237
IMG_8267.JPG,4032,3024,10000,1720,910,2860,1702
IMG_8599.JPG,4032,3024,50000,1892,946,3352,2506
IMG_8553.JPG,3024,4032,10000,1,1275,2592,2999
IMG_8362.JPG,4032,3024,50000,1340,634,3056,2422
IMG_8198.JPG,3024,4032,1000,859,1642,1640,2913
IMG_8659.JPG,3024,4032,5000,678,2004,2321,3204
IMG_8657.JPG,3024,4032,5000,449,1237,2187,3323
IMG_8627.JPG,3024,4032,10000,1059,1451,2964,2580
IMG_8332.JPG,4032,3024,10000,1676,634,2960,2402
IMG_8726.JPG,3024,4032,5000,526,1389,2554,3594
IMG_8310.JPG,4032,3024,10000,1616,1070,2632,1798
IMG_8699.JPG,3024,4032,1000,1849,1594,2487,3575
IMG_8491.JPG,4032,3024,1000,1172,194,3044,2430
IMG_8505.JPG,4032,3024,5000,856,978,2492,2638
IMG_8448.JPG,4032,3024,50000,1600,1086,2836,1770
IMG_8402.JPG,4032,3024,50000,1460,366,2900,2250
IMG_8352.JPG,4032,3024,50000,1364,986,3316,1898
IMG_8304.JPG,3024,4032,10000,697,1170,2221,2447
IMG_8551.JPG,3024,4032,10000,145,799,2459,3099
IMG_8682.JPG,3024,4032,50000,1359,1442,2764,3618
IMG_8623.JPG,3024,4032,10000,1259,1351,2078,3456
IMG_8398.JPG,4032,3024,50000,1668,1102,3384,2338
IMG_8451.JPG,4032,3024,50000,2108,934,2896,1970
IMG_8296.JPG,4032,3024,10000,1384,790,2980,2250
IMG_8673.JPG,3024,4032,50000,845,1694,2626,2713
IMG_8756.JPG,3024,4032,10000,964,1447,2011,3556
IMG_8173.JPG,3024,4032,1000,1136,1613,2455,2885
IMG_8330.JPG,4032,3024,10000,1224,762,2948,2402
IMG_8531.JPG,3024,4032,5000,1,2023,3006,3332
IMG_8197.JPG,3024,4032,1000,1283,1427,2264,2918
IMG_8477.JPG,4032,3024,1000,380,778,2528,2230
IMG_8477.JPG,4032,3024,1000,2328,630,3608,1342
IMG_8577.JPG,4032,3024,50000,2072,850,3252,2482
IMG_8370.JPG,4032,3024,50000,1380,706,3032,1810
IMG_8335.JPG,4032,3024,50000,756,1154,3592,1850
IMG_8460.JPG,3024,4032,1000,616,2247,2421,3227
IMG_8460.JPG,3024,4032,1000,497,1561,2345,2570
IMG_8460.JPG,3024,4032,1000,740,1251,2478,2194
IMG_8416.JPG,4032,3024,50000,1564,1150,2944,1742
IMG_8317.JPG,3024,4032,10000,797,1704,1816,2566
IMG_8427.JPG,4032,3024,50000,1620,1286,2920,1934
IMG_8552.JPG,3024,4032,10000,259,1566,2578,2523
IMG_8583.JPG,4032,3024,50000,1824,534,2724,2458
IMG_8222.JPG,3024,4032,5000,1040,1218,2611,2689
IMG_8443.JPG,4032,3024,50000,1812,1122,2864,1830
IMG_8592.JPG,4032,3024,50000,1940,1018,3568,1762
IMG_8419.JPG,4032,3024,50000,1804,862,2584,1950
IMG_8344.JPG,4032,3024,50000,1456,670,2684,1874
IMG_8163.JPG,4032,3024,1000,777,964,3516,2081
IMG_8250.JPG,3024,4032,5000,621,1008,2392,2104
IMG_8614.JPG,3024,4032,1000,740,1527,2492,2570
IMG_8303.JPG,4032,3024,10000,1556,1250,2540,1822
IMG_8189.JPG,4032,3024,1000,936,490,3440,2066
IMG_8621.JPG,3024,4032,1000,1116,1694,2692,2908
IMG_8340.JPG,4032,3024,50000,1000,1070,3460,1786
IMG_8729.JPG,3024,4032,5000,816,1623,1892,3399
IMG_8705.JPG,3024,4032,1000,1030,1485,2297,3356
IMG_8650.JPG,3024,4032,5000,992,1442,2273,3604
IMG_8383.JPG,4032,3024,50000,1848,762,3416,1746
IMG_8368.JPG,4032,3024,50000,1904,662,3084,1886
IMG_8397.JPG,4032,3024,50000,1664,938,3424,2190
IMG_8217.JPG,4032,3024,5000,1376,1230,3004,1762
IMG_8185.JPG,3024,4032,1000,887,1389,2678,3499
IMG_8400.JPG,4032,3024,50000,1128,474,3076,1954
IMG_8168.JPG,4032,3024,1000,604,714,3643,1464
IMG_8441.JPG,4032,3024,50000,2052,526,2796,1526
IMG_8700.JPG,3024,4032,1000,1383,1318,2787,3275
IMG_8616.JPG,3024,4032,1000,1192,1113,2092,3294
IMG_8554.JPG,3024,4032,10000,692,1432,2564,3132
IMG_8469.JPG,4032,3024,1000,1548,674,2732,2170
IMG_8229.JPG,4032,3024,5000,1596,990,2760,1790
IMG_8341.JPG,4032,3024,50000,968,1062,3428,1622
IMG_8693.JPG,3024,4032,50000,1254,1232,2340,3442
IMG_8707.JPG,3024,4032,1000,1278,1323,1987,3527
IMG_8156.JPG,4032,3024,1000,221,514,3154,2143
IMG_8502.JPG,3024,4032,1000,302,1699,2445,3004
IMG_8502.JPG,3024,4032,1000,1692,1504,2649,2423
IMG_8635.JPG,3024,4032,10000,1602,1618,2497,3437
IMG_8291.JPG,4032,3024,10000,1132,818,2648,1906
IMG_8520.JPG,3024,4032,5000,211,1451,2506,2827
IMG_8455.JPG,4032,3024,50000,1456,1214,2916,1806
IMG_8566.JPG,4032,3024,50000,1100,742,2908,2470
IMG_8170.JPG,4032,3024,1000,866,897,3410,1753
IMG_8176.JPG,4032,3024,1000,1348,610,2856,2422
IMG_8192.JPG,4032,3024,1000,1104,746,2876,1802
IMG_8508.JPG,4032,3024,5000,1316,638,2624,1594
IMG_8508.JPG,4032,3024,5000,1836,1190,3508,2154
IMG_8677.JPG,3024,4032,50000,654,1408,2454,3061
IMG_8471.JPG,4032,3024,1000,1364,614,3136,1830
IMG_8481.JPG,4032,3024,1000,1236,50,2424,2250
IMG_8757.JPG,3024,4032,10000,1526,1970,2487,2827
IMG_8735.JPG,3024,4032,5000,459,1623,1454,3542
IMG_8282.JPG,4032,3024,10000,1608,930,2764,2046
IMG_8349.JPG,4032,3024,50000,1120,1222,3312,2070
